Subject,No,Question,Option A,Option B,Option C,Option D,Correct Answer (Full Text)
BK,Chapter 7 : Bills of Exchange ,Dissolution expenses (Realisation expenses) paid by the firm are debited to:,Cash/Bank A/c,Partners' Capital A/c,Realisation A/c,Deficit A/c,Realisation A/c
BK,Chapter 7 : Bills of Exchange ,"If realisation expenses are to be borne by a partner but paid by the firm, the entry is:",Realisation A/c Dr. To Cash/Bank A/c,Partner's Capital A/c Dr. To Cash/Bank A/c,Cash/Bank A/c Dr. To Partner's Capital A/c,No entry,Partner's Capital A/c Dr. To Cash/Bank A/c
BK,Chapter 7 : Bills of Exchange ,Any unrecorded liability paid at the time of dissolution is debited to:,Capital A/c,Unrecorded Liability A/c,Realisation A/c,Cash/Bank A/c,Realisation A/c
BK,Chapter 7 : Bills of Exchange ,"If nothing is mentioned about the realisation of an intangible asset (like goodwill), its value is:",Book Value,Nil (Zero),Market Value,Cost Price,Nil (Zero)
BK,Chapter 7 : Bills of Exchange ,"If nothing is mentioned about the payment of an outside liability, it is assumed to be paid at:",Market Value,Nil,Book Value,Discounted Value,Book Value
BK,Chapter 7 : Bills of Exchange ,The balance of Realisation Account shows:,Cash in hand,Profit or Loss on Realisation,Total Capital,Total Liabilities,Profit or Loss on Realisation
BK,Chapter 7 : Bills of Exchange ,Profit or Loss on Realisation is transferred to Partners' Capital Accounts in their:,Capital Ratio,Equal Ratio,Profit Sharing Ratio,Sacrificing Ratio,Profit Sharing Ratio
BK,Chapter 7 : Bills of Exchange ,"If a partner's Capital A/c shows a debit balance and he brings in cash, the account credited is:",Realisation A/c,Partner's Capital A/c,Cash/Bank A/c,Deficiency A/c,Partner's Capital A/c
BK,Chapter 7 : Bills of Exchange ,The final settlement of a partner's claim is recorded by:,Debiting Realisation A/c and Crediting Cash A/c,Debiting Partner's Capital A/c and Crediting Cash/Bank A/c,Debiting Cash/Bank A/c and Crediting Partner's Capital A/c,Debiting Cash/Bank A/c and Crediting Realisation A/c,Debiting Partner's Capital A/c and Crediting Cash/Bank A/c
BK,Chapter 7 : Bills of Exchange ,A person whose liabilities are more than his assets and is unable to pay his debts is called:,Solvent,Insolvent,Creditor,Debtor,Insolvent
BK,Chapter 7 : Bills of Exchange ,The debit balance of an insolvent partner's capital account is called:,Surplus,Profit,Capital Deficiency,Liability,Capital Deficiency
BK,Chapter 7 : Bills of Exchange ,The capital deficiency of an insolvent partner is borne by:,Government,Court,Solvent Partners,Creditors,Solvent Partners
BK,Chapter 7 : Bills of Exchange ,Capital deficiency of an insolvent partner is shared by solvent partners in their:,Capital Ratio,Profit Sharing Ratio,Equal Ratio,Sacrificing Ratio,Profit Sharing Ratio
BK,Chapter 7 : Bills of Exchange ,Compulsory dissolution of a firm takes place when:,All partners become insolvent,All except one partner become insolvent,Business becomes illegal,All of the above,All of the above
BK,Chapter 7 : Bills of Exchange ,Private personal property can be utilized for firm's debts because partner's liability is:,Limited,Joint and Several (Unlimited),Restricted,Zero,Joint and Several (Unlimited)
BK,Chapter 7 : Bills of Exchange ,"If all partners become insolvent, the creditors of the firm are paid:",In full,Nothing,Proportionately (as per available cash),By the government,Proportionately (as per available cash)
BK,Chapter 7 : Bills of Exchange ,Deficiency of all partners when all are insolvent is transferred to:,Realisation A/c,Deficiency A/c,Suspense A/c,Capital A/c,Deficiency A/c
BK,Chapter 7 : Bills of Exchange ,Dissolution by Court may happen when a partner:,Becomes of unsound mind,Resigns voluntarily,Asks for accounts,Retires,Becomes of unsound mind
BK,Chapter 7 : Bills of Exchange ,"At the end of the dissolution process, which account must tally?",Realisation Account,Cash/Bank Account,Partners' Capital Account,Deficit Account,Cash/Bank Account
BK,Chapter 7 : Bills of Exchange ,Contingency Reserve appearing in the Balance Sheet is transferred to:,Realisation A/c,Cash A/c,Partners' Capital A/c,Liability A/c,Partners' Capital A/c
BK,Chapter 7 : Bills of Exchange ,Partner's Current Account balance is closed by transferring it to:,Cash/Bank A/c,Realisation A/c,Partner's Capital A/c,Partner's Loan A/c,Partner's Capital A/c
BK,Chapter 7 : Bills of Exchange ,"When a firm is dissolved, the first payment out of available cash is made for:",Partner's Capital,Partner's Loan,Realisation Expenses,Outside Liabilities,Realisation Expenses
BK,Chapter 7 : Bills of Exchange ,"After paying realisation expenses, the next preference for payment is given to:",Partner's Capital,Partner's Loan,Outside Liabilities,General Reserve,Outside Liabilities
BK,Chapter 7 : Bills of Exchange ,Which of the following is an outside liability?,Partner's Loan,Partner's Capital,Bank Overdraft,General Reserve,Bank Overdraft
BK,Chapter 7 : Bills of Exchange ,Loss on Realisation is _________ to Partners' Capital Accounts.,Credited,Debited,Added,Ignored,Debited
BK,Chapter 7 : Bills of Exchange ,"If private assets are ?50,000 and private liabilities are ?40,000, the firm recovers:","?50,000","?40,000","?10,000",Nil,"?10,000"
BK,Chapter 7 : Bills of Exchange ,Investment Fluctuation Fund appearing on the liability side is transferred to:,Credit side of Realisation A/c,Debit side of Realisation A/c,Partners' Capital A/c,Cash A/c,Credit side of Realisation A/c
BK,Chapter 7 : Bills of Exchange ,"If an asset is taken over by a partner at a discounted value, the entry is made at:",Book Value,Agreed Discounted Value,Market Value,Zero,Agreed Discounted Value
BK,Chapter 7 : Bills of Exchange ,The term 'Realisation' basically means:,Purchasing new assets,Converting assets into cash,Taking loan from bank,Admitting a partner,Converting assets into cash
BK,Chapter 7 : Bills of Exchange ,A partnership firm may be dissolved by agreement between:,Partners and Creditors,All the partners,Partners and Bank,Partners and Customers,All the partners
BK,Chapter 7 : Bills of Exchange ,"Under Dissolution, Bills Payable is transferred to the:",Debit side of Realisation A/c,Credit side of Realisation A/c,Partner's Capital A/c,Cash/Bank A/c,Credit side of Realisation A/c
BK,Chapter 7 : Bills of Exchange ,"When a partner agrees to pay off a creditor of the firm, his capital account is:",Debited,Credited,Ignored,Multiplied,Credited
BK,Chapter 7 : Bills of Exchange ,Realisation Account is prepared how many times during the lifetime of a firm?,Every year,At the time of admission,At the time of retirement,"Only once, at the time of dissolution","Only once, at the time of dissolution"
BK,Chapter 7 : Bills of Exchange ,"On dissolution, Goodwill appearing in the Balance Sheet is transferred to:",Partners' Capital A/c,Credit side of Realisation A/c,Debit side of Realisation A/c,Cash A/c,Debit side of Realisation A/c
BK,Chapter 7 : Bills of Exchange ,"If nothing is stated about intangible asset realization, it is assumed to realise:",Book value,Nil (Zero),Market value,50% of book value,Nil (Zero)
BK,Chapter 7 : Bills of Exchange ,"If nothing is mentioned about tangible asset realization, it is assumed to realise:",Book value,Nil (Zero),Double the value,Half the value,Book value
BK,Chapter 7 : Bills of Exchange ,Which of the following is transferred to the credit side of Realisation Account?,Sundry Debtors,Machinery,Provision for Bad Debts (RDD),Cash Balance,Provision for Bad Debts (RDD)
BK,Chapter 7 : Bills of Exchange ,"If a partner takes over an unrecorded asset, the journal entry is:",Partner's Capital A/c Dr. To Realisation A/c,Realisation A/c Dr. To Partner's Capital A/c,Cash A/c Dr. To Realisation A/c,No entry,Partner's Capital A/c Dr. To Realisation A/c
BK,Chapter 7 : Bills of Exchange ,A firm can be dissolved by the court if:,Partner becomes unsound mind,Partner incapable of duties,Business only at a loss,All of the above,All of the above
BK,Chapter 7 : Bills of Exchange ,A firm is compulsorily dissolved when:,Insolvency of partners,Business becomes unlawful,Both A and B,None of the above,Both A and B
BK,Chapter 7 : Bills of Exchange ,The first payment out of the firm's realised cash is made for:,Partners' Capital,Realisation Expenses,Partners' Loan,Outside Creditors,Realisation Expenses
BK,Chapter 7 : Bills of Exchange ,"If firm has Partner's Loan and Outside Creditors, what is paid first?",Partner's Loan,Outside Creditors,Both are paid equally,Partner's Capital,Outside Creditors
BK,Chapter 7 : Bills of Exchange ,Final payment to partners on dissolution is made after paying:,Realisation Expenses,Outside Liabilities,Outside liabilities and partners' loans,None of the above,Outside liabilities and partners' loans
BK,Chapter 7 : Bills of Exchange ,The debit balance of an insolvent partner's capital account is known as:,Capital Surplus,Capital Deficiency,Net Loss,Drawings,Capital Deficiency
BK,Chapter 7 : Bills of Exchange ,Capital deficiency of insolvent partner is borne by solvent partners in their:,Capital Ratio,Profit Sharing Ratio,Equal Ratio,Sacrificing Ratio,Profit Sharing Ratio
BK,Chapter 7 : Bills of Exchange ,"When ALL partners are insolvent, which accounts are NOT transferred to Realisation A/c?",Sundry Debtors and Stock,Sundry Creditors and Bills Payable,Plant and Machinery,Furniture and Fixtures,Sundry Creditors and Bills Payable
BK,Chapter 7 : Bills of Exchange ,"When all partners are insolvent, Creditors A/c unpaid balance is transferred to:",Realisation A/c,Capital A/c,Deficiency A/c,Suspense A/c,Deficiency A/c
BK,Chapter 7 : Bills of Exchange ,Journal entry for personal realization expenses paid by partner from own pocket:,Realisation A/c Dr. To Cash A/c,Partner's Capital A/c Dr. To Cash A/c,No entry in firm books,Cash A/c Dr. To Realisation A/c,No entry in firm books
BK,Chapter 7 : Bills of Exchange ,Entry if realization expenses paid by firm but to be borne by a partner:,Realisation A/c Dr. To Cash A/c,Partner's Capital A/c Dr. To Cash/Bank A/c,Cash A/c Dr. To Partner's Capital A/c,No entry,Partner's Capital A/c Dr. To Cash/Bank A/c
BK,Chapter 7 : Bills of Exchange ,"On dissolution, balance of Partner's Current A/c is transferred to:",Realisation A/c,Cash A/c,Partner's Capital A/c,Deficiency A/c,Partner's Capital A/c
BK,Chapter 7 : Bills of Exchange ,"If unrecorded liability is paid off by the firm, it is debited to:",Capital A/c,Liability A/c,Realisation A/c,Cash A/c,Realisation A/c
BK,Chapter 7 : Bills of Exchange ,Fictitious assets on asset side of balance sheet are:,Debited to Partners' Capital A/c,Credited to Realisation A/c,Debited to Realisation A/c,Credited to Partners' Capital A/c,Debited to Partners' Capital A/c
BK,Chapter 7 : Bills of Exchange ,Which of the following is an example of a fictitious asset?,Goodwill,Profit & Loss A/c (Debit),Patents,Machinery,Profit & Loss A/c (Debit)
BK,Chapter 7 : Bills of Exchange ,Treatment of Workmen Compensation Fund if no liability against it:,Credited to Realisation A/c,Debited to Realisation A/c,Credited to Partners' Capital A/c,Added to Cash A/c,Credited to Partners' Capital A/c
BK,Chapter 7 : Bills of Exchange ,Treatment of Investment Fluctuation Fund on dissolution:,Credited to Partners' Capital A/c,Credited to Realisation A/c,Debited to Realisation A/c,Ignored,Credited to Realisation A/c
BK,Chapter 7 : Bills of Exchange ,Entry for realisation of asset that fetches zero value:,Cash A/c Dr. To Realisation A/c,Realisation A/c Dr. To Asset A/c,No entry is passed,Partner's Capital A/c Dr. To Realisation A/c,No entry is passed
BK,Chapter 7 : Bills of Exchange ,Sale of assets is recorded on the ________ side of Cash/Bank A/c.,Debit (Receipts),Credit (Payments),Both sides,None of the above,Debit (Receipts)
BK,Chapter 7 : Bills of Exchange ,Payment of outside liabilities is recorded on the ________ side of Cash/Bank A/c.,Debit,Credit,Top,Bottom,Credit
BK,Chapter 7 : Bills of Exchange ,Final balance of Capital A/c after adjustments represents:,Profit,Loss,Final amount paid/brought in by partner,Total liabilities,Final amount paid/brought in by partner
BK,Chapter 7 : Bills of Exchange ,"At the very end, which account automatically tallies?",Realisation A/c,Cash/Bank A/c,Partners' Capital A/c,Profit & Loss A/c,Cash/Bank A/c
BK,Chapter 7 : Bills of Exchange ,Private assets of insolvent partner first pay:,Firm's liabilities,Private liabilities of partner,Realisation expenses,Bank loan,Private liabilities of partner
BK,Chapter 7 : Bills of Exchange ,Surplus from private assets after private liabilities pays:,Personal friends,Firm's liabilities,Government taxes,Relatives,Firm's liabilities
BK,Chapter 7 : Bills of Exchange ,Firm's assets are first used to pay:,Firm's liabilities,Private liabilities,Personal loans,Capital,Firm's liabilities
BK,Chapter 7 : Bills of Exchange ,Partner's loan account with debit balance is transferred to:,His Capital A/c debit side,Realisation A/c debit side,Cash A/c,Ignored,His Capital A/c debit side
BK,Chapter 7 : Bills of Exchange ,"Creditor of 10k takes asset of 10k in full settlement, entry:",Cash A/c Dr. To Realisation A/c,Realisation A/c Dr. To Cash A/c,No entry is required,Capital A/c Dr. To Realisation A/c,No entry is required
